,Stkcd,Accper,Typrep,total_assets,tptal_liability,total_equity
30028,600381,2014-06-30,A,1522668267.61,1317768255.62,204900011.99
30032,600381,2014-12-31,A,1435219586.44,1126776365.24,308443221.2
30038,600381,2015-06-30,A,1841765294.86,381369243.03,1460396051.83
30042,600381,2015-12-31,A,2112984803.71,354600931.66,1758383872.05
30048,600381,2016-06-30,A,2058356901.0,245583485.67,1812773415.33
30052,600381,2016-12-31,A,2210739672.93,206952369.4,2003787303.53
30071,600382,2014-06-30,A,2799534024.85,285229534.16,2514304490.69
30075,600382,2014-12-31,A,2704949566.49,108465976.24,2596483590.25
30081,600382,2015-06-30,A,2926394209.74,26733717.76,2899660491.98
30086,600382,2015-12-31,A,3219870180.34,283375372.88,2936494807.46
30092,600382,2016-06-30,A,3371942969.25,330882729.33,3041060239.92
30096,600382,2016-12-31,A,5792674245.79,714228633.58,5078445612.21
30116,600383,2014-06-30,A,134734475117.33,96982498433.35,37751976683.98
30120,600383,2014-12-31,A,124667406137.16,84147935299.47,40519470837.69
30126,600383,2015-06-30,A,132644210530.79,89511256746.35,43132953784.44
30130,600383,2015-12-31,A,139346146137.68,91730070527.1,47616075610.58
30136,600383,2016-06-30,A,145541374579.11,99250731257.02,46290643322.09
30140,600383,2016-12-31,A,153634258937.25,100530387270.24,53103871667.01
30159,600385,2014-06-30,A,134504132.88,109703893.49,24800239.39
30164,600385,2014-12-31,A,230865514.21,176180631.65,54684882.56
30170,600385,2015-06-30,A,165409260.23,112281629.24,53127630.99
30174,600385,2015-12-31,A,226683626.72,159002567.5,67681059.22
30180,600385,2016-06-30,A,172261649.42,98643705.85,73617943.57
30184,600385,2016-12-31,A,182428328.51,104150972.61,78277355.9
30204,600386,2014-06-30,A,2755980374.86,1060971948.19,1695008426.67
30208,600386,2014-12-31,A,2646979484.1,840517320.12,1806462163.98
30214,600386,2015-06-30,A,2641189320.59,795870962.5,1845318358.09
30218,600386,2015-12-31,A,3456586541.48,1560738846.18,1895847695.3
30224,600386,2016-06-30,A,3539932785.76,1647022358.34,1892910427.42
30228,600386,2016-12-31,A,3639408879.83,1693367131.14,1946041748.69
30248,600387,2014-06-30,A,8138817955.19,6237292255.83,1901525699.36
30252,600387,2014-12-31,A,9385261834.31,7542717986.2,1842543848.11
30258,600387,2015-06-30,A,9391077426.27,7352628406.61,2038449019.66
30262,600387,2015-12-31,A,9105867332.46,7317759399.16,1788107933.3
30268,600387,2016-06-30,A,8201317414.26,6715649825.47,1485667588.79
30272,600387,2016-12-31,A,8144074970.26,6609611650.71,1534463319.55
30291,600388,2014-06-30,A,10064499986.59,7079405223.25,2985094763.34
30296,600388,2014-12-31,A,11441410155.61,8197499891.73,3243910263.88
30302,600388,2015-06-30,A,12434986771.79,9162293583.56,3272693188.23
30306,600388,2015-12-31,A,13515116962.08,9851028055.11,3664088906.97
30312,600388,2016-06-30,A,13869276577.42,10175827466.0,3693449111.42
30316,600388,2016-12-31,A,14633453012.2,10569255107.14,4064197905.06
30336,600389,2014-06-30,A,3113154271.27,1830141903.51,1283012367.76
30340,600389,2014-12-31,A,3286782880.01,1953577792.31,1333205087.7
30346,600389,2015-06-30,A,3044205210.77,1755969506.51,1288235704.26
30350,600389,2015-12-31,A,3120127856.1,1828099131.25,1292028724.85
30356,600389,2016-06-30,A,3104298507.18,1813915105.7,1290383401.48
30360,600389,2016-12-31,A,3254722805.9,1880052379.5,1374670426.4
30380,600390,2014-06-30,A,1949950639.73,950833859.04,999116780.69
30384,600390,2014-12-31,A,2158657464.31,1184457759.02,974199705.29
30390,600390,2015-06-30,A,2340000921.38,1393512700.14,946488221.24
30394,600390,2015-12-31,A,2282608070.3,1033229345.91,1249378724.39
30400,600390,2016-06-30,A,3151249010.18,1827063865.7,1324185144.48
30404,600390,2016-12-31,A,33993312408.82,17858033864.09,16135278544.73
30423,600391,2014-06-30,A,4324236379.79,2345225894.27,1979010485.52
30428,600391,2014-12-31,A,4442124733.69,2468687753.98,1973436979.71
30434,600391,2015-06-30,A,4633806596.93,2634520971.25,1999285625.68
30438,600391,2015-12-31,A,5014372856.52,3008820375.27,2005552481.25
30444,600391,2016-06-30,A,5225758353.47,3183054684.51,2042703668.96
30448,600391,2016-12-31,A,5658643021.84,3608364607.94,2050278413.9
30467,600392,2014-06-30,A,1448415585.33,332203922.58,1116211662.75
30472,600392,2014-12-31,A,1841084393.1,543889906.91,1297194486.19
30478,600392,2015-06-30,A,1876584852.71,546815282.15,1329769570.56
30482,600392,2015-12-31,A,2294658449.94,888363424.4,1406295025.54
30488,600392,2016-06-30,A,2403582455.77,1017573434.23,1386009021.54
30492,600392,2016-12-31,A,2517148128.42,1123225979.73,1393922148.69
30512,600393,2014-06-30,A,3730690752.83,2686059729.73,1044631023.1
30516,600393,2014-12-31,A,3408624803.25,2309305882.59,1099318920.66
30522,600393,2015-06-30,A,3475333365.31,2386486957.04,1088846408.27
30526,600393,2015-12-31,A,7332503438.81,5903950907.85,1428552530.96
30532,600393,2016-06-30,A,10641873595.82,5330824437.86,5311049157.96
30536,600393,2016-12-31,A,12492763233.28,7212996048.34,5279767184.94
30555,600395,2014-06-30,A,14116767293.72,6478728026.47,7638039267.25
30560,600395,2014-12-31,A,10935602459.77,4573285578.84,6362316880.93
30566,600395,2015-06-30,A,10638158237.75,4486679757.09,6151478480.66
30570,600395,2015-12-31,A,10367043500.0,4394202600.0,5972840900.0
30576,600395,2016-06-30,A,10373125300.0,4374152800.0,5998972500.0
30580,600395,2016-12-31,A,11508407500.0,5047948800.0,6460458700.0
30599,600396,2014-06-30,A,15169442267.69,12102252822.46,3067189445.23
30604,600396,2014-12-31,A,15010808767.05,12042702306.92,2968106460.13
30610,600396,2015-06-30,A,14934219574.97,11716306739.76,3217912835.21
30614,600396,2015-12-31,A,20229754613.35,15803782328.7,4425972284.65
30620,600396,2016-06-30,A,20311143212.4,15625303892.49,4685839319.91
30624,600396,2016-12-31,A,20407907371.2,16023886917.87,4384020453.33
30643,600397,2014-06-30,A,9738502795.94,6285923110.47,3452579685.47
30648,600397,2014-12-31,A,9221490377.25,5700590264.53,3520900112.72
30654,600397,2015-06-30,A,9500834135.02,6104075105.91,3396759029.11
30658,600397,2015-12-31,A,10883547525.3,7392275545.53,3491271979.77
30664,600397,2016-06-30,A,9769678093.67,6544180188.08,3225497905.59
30668,600397,2016-12-31,A,7345163557.15,5950729268.42,1394434288.73
30687,600398,2014-06-30,A,15153415953.56,9232453474.6,5920962478.96
30691,600398,2014-12-31,A,18530432040.44,11425986435.57,7104445604.87
30698,600398,2015-06-30,A,18765989360.91,11702532861.91,7063456499.0
30702,600398,2015-12-31,A,23441736536.41,15088032188.55,8353704347.86
30708,600398,2016-06-30,A,21983197998.07,13338240449.42,8644957548.65
30712,600398,2016-12-31,A,24376793663.65,14267755928.72,10109037734.93
30732,600399,2014-06-30,A,11484940173.34,9758462503.0,1726477670.34
30736,600399,2014-12-31,A,11652609953.88,9904055842.75,1748554111.13
30742,600399,2015-06-30,A,13050482525.93,11197093536.91,1853388989.02
30746,600399,2015-12-31,A,12995086592.53,11075799706.32,1919286886.21
30752,600399,2016-06-30,A,12340764215.45,10362979706.94,1977784508.51
30756,600399,2016-12-31,A,12350083559.24,10365059348.86,1985024210.38
30776,600400,2014-06-30,A,7111497700.11,5423977539.86,1687520160.25
30780,600400,2014-12-31,A,5788765871.54,4051577061.66,1737188809.88
30786,600400,2015-06-30,A,6496711537.7,4755331706.88,1741379830.82
30789,600400,2015-12-31,A,6755115567.77,4211917080.9,2543198486.87
30796,600400,2016-06-30,A,6335128769.55,3768653269.04,2566475500.51
30800,600400,2016-12-31,A,9843193417.27,5372905526.65,4470287890.62
30820,600401,2014-06-30,A,14557843407.38,11919403651.67,2638439755.71
30823,600401,2014-12-31,A,15566324108.97,10726609006.2,4839715102.77
30830,600401,2015-06-30,A,15182716803.09,10361208938.26,4821507864.83
30834,600401,2015-12-31,A,15926968060.32,10992922028.42,4934046031.9
30840,600401,2016-06-30,A,16870639078.62,11850843969.82,5019795108.8
30844,600401,2016-12-31,A,19376494027.2,15569779657.06,3806714370.14
30863,600403,2014-06-30,A,16044415335.25,5369223202.78,10675192132.47
30868,600403,2014-12-31,A,16183275569.46,6038343284.1,10144932285.36
30874,600403,2015-06-30,A,16517963633.23,6719423551.64,9798540081.59
30878,600403,2015-12-31,A,15574040071.78,6951298227.15,8622741844.63
30884,600403,2016-06-30,A,14856090838.01,7145749766.53,7710341071.48
30888,600403,2016-12-31,A,14567814505.65,7926836527.13,6640977978.52
30907,600405,2014-06-30,A,1729500899.95,989278948.79,740221951.16
30912,600405,2014-12-31,A,1782846671.77,1036029881.33,746816790.44
30918,600405,2015-06-30,A,2024615534.81,1293750944.54,730864590.27
30922,600405,2015-12-31,A,2281025401.44,1479431612.07,801593789.37
30928,600405,2016-06-30,A,2637971791.25,1846713810.93,791257980.32
30932,600405,2016-12-31,A,2684309467.85,1823228127.69,861081340.16
30951,600406,2014-06-30,A,12829635358.89,6388238011.76,6441397347.13
30956,600406,2014-12-31,A,14796671281.34,7577971491.69,7218699789.65
30962,600406,2015-06-30,A,13082672384.35,6229087921.89,6853584462.46
30966,600406,2015-12-31,A,16299281918.83,8148191675.74,8151090243.09
30972,600406,2016-06-30,A,15297631108.76,7524000773.2,7773630335.56
30976,600406,2016-12-31,A,17532386121.14,8581629918.12,8950756203.02
30996,600408,2014-06-30,A,7364260528.27,4791091411.73,2573169116.54
31000,600408,2014-12-31,A,7760828105.15,5774875836.97,1985952268.18
31006,600408,2015-06-30,A,7635588445.19,5946782645.39,1688805799.8
31010,600408,2015-12-31,A,6617133261.41,5015529963.4,1601603298.01
31016,600408,2016-06-30,A,6475661272.93,5240038579.32,1235622693.61
31020,600408,2016-12-31,A,6471912666.25,5470910614.8,1001002051.45
31039,600409,2014-06-30,A,19792430930.42,13488136095.1,6304294835.32
31044,600409,2014-12-31,A,20025941719.04,13442904302.96,6583037416.08
31050,600409,2015-06-30,A,20305125465.66,13548513633.09,6756611832.57
31054,600409,2015-12-31,A,20347257530.99,13535885138.02,6811372392.97
31060,600409,2016-06-30,A,20273857332.3,13314434224.4,6959423107.9
31064,600409,2016-12-31,A,21000851915.92,13544875946.38,7455975969.54
31084,600410,2014-06-30,A,6501336505.96,3926618846.5,2574717659.46
31088,600410,2014-12-31,A,6608118573.04,3949569815.82,2658548757.22
31094,600410,2015-06-30,A,6535020201.94,3802226028.75,2732794173.19
31098,600410,2015-12-31,A,6777633675.95,3940664462.6,2836969213.35
31104,600410,2016-06-30,A,6423801222.38,3568566890.42,2855234331.96
31108,600410,2016-12-31,A,10095238507.17,4813306942.04,5281931565.13
31127,600415,2014-06-30,A,25359851820.06,16064344406.23,9295507413.83
31132,600415,2014-12-31,A,28498405348.35,19217194993.26,9281210355.09
31138,600415,2015-06-30,A,28963801198.64,19796018849.61,9167782349.03
31142,600415,2015-12-31,A,29627847228.39,19716802145.91,9911045082.48
31148,600415,2016-06-30,A,25662285886.54,15582273342.08,10080012544.46
31152,600415,2016-12-31,A,27139878151.29,16593360208.2,10546517943.09
31171,600416,2014-06-30,A,16816803674.74,14535581637.83,2281222036.91
31178,600416,2014-12-31,A,16687718610.01,14411187162.1,2276531447.91
31182,600416,2015-06-30,A,18496102370.66,14640208571.46,3855893799.2
31186,600416,2015-12-31,A,18493002193.51,14518533765.64,3974468427.87
31192,600416,2016-06-30,A,19517039083.23,15495510464.67,4021528618.56
31196,600416,2016-12-31,A,19876805902.93,13310835373.28,6565970529.65
31215,600418,2014-06-30,A,26385779994.58,19160586860.24,7225193134.34
31220,600418,2014-12-31,A,26864178668.81,19512906935.53,7351271733.28
31226,600418,2015-06-30,A,39040697896.63,29140923054.77,9899774841.86
31232,600418,2015-12-31,A,38903800180.2,28798870746.6,10104929433.6
31236,600418,2016-06-30,A,45331505945.82,34967875872.97,10363630072.85
31240,600418,2016-12-31,A,49214597801.27,33746081937.82,15468515863.45
31260,600419,2014-06-30,A,485620245.37,194718012.67,290902232.7
31264,600419,2014-12-31,A,491679136.01,194675054.78,297004081.23
31270,600419,2015-06-30,A,590354689.25,269593714.68,320760974.57
31274,600419,2015-12-31,A,1075567905.77,384145511.56,691422394.21
31280,600419,2016-06-30,A,1112552644.25,366177878.85,746374765.4
31284,600419,2016-12-31,A,1162125213.3,378774584.46,783350628.84
31303,600420,2014-06-30,A,3756283140.48,2449117758.51,1307165381.97
31308,600420,2014-12-31,A,3809215842.77,2417064054.7,1392151788.07
31314,600420,2015-06-30,A,4231415106.46,2746125782.63,1485289323.83
31318,600420,2015-12-31,A,4137410143.98,2525781943.16,1611628200.82
31324,600420,2016-06-30,A,4264947894.74,2551413802.08,1713534092.66
31328,600420,2016-12-31,A,15015073843.45,8076591839.6,6938482003.85
31347,600421,2014-06-30,A,90303130.79,73825412.1,16477718.69
31352,600421,2014-12-31,A,92546648.0,74154207.44,18392440.56
31358,600421,2015-06-30,A,83147042.33,63717094.61,19429947.72
31362,600421,2015-12-31,A,79134577.68,59666918.4,19467659.28
31368,600421,2016-06-30,A,76850261.0,58238666.45,18611594.55
31372,600421,2016-12-31,A,63809868.88,41214192.72,22595676.16
31391,600422,2014-06-30,A,2898774667.46,981917566.35,1916857101.11
31396,600422,2014-12-31,A,3024067748.26,974399649.21,2049668099.05
31402,600422,2015-06-30,A,3300900330.41,1010404555.14,2290495775.27
31406,600422,2015-12-31,A,4948271025.56,1612413984.11,3335857041.45
31412,600422,2016-06-30,A,4989153261.74,1583538116.58,3405615145.16
31416,600422,2016-12-31,A,5402263342.56,1790254846.35,3612008496.21
31435,600423,2014-06-30,A,5379783333.2,4099482643.5,1280300689.7
31440,600423,2014-12-31,A,5335251158.11,4032644097.16,1302607060.95
31446,600423,2015-06-30,A,5216210753.0,4029098618.91,1187112134.09
31450,600423,2015-12-31,A,4788368863.83,4001269231.06,787099632.77
31456,600423,2016-06-30,A,4574024783.05,4024573277.05,549451506.0
31460,600423,2016-12-31,A,3699181387.0,3723690084.29,-24508697.29
31479,600425,2014-06-30,A,12795408827.01,7067039928.3,5728368898.71
31484,600425,2014-12-31,A,12058983387.08,6187857117.82,5871126269.26
31490,600425,2015-06-30,A,12328860535.6,6848947287.51,5479913248.09
31494,600425,2015-12-31,A,11198035801.15,6321440780.91,4876595020.24
31500,600425,2016-06-30,A,11082844447.01,6459673781.58,4623170665.43
31504,600425,2016-12-31,A,9998741942.69,5868285763.71,4130456178.98
31522,600426,2014-06-30,A,13166427402.85,6961457380.62,6204970022.23
31524,600426,2014-12-31,A,13049964473.89,6437167552.08,6612796921.81
31527,600426,2015-06-30,A,12826488480.67,5829257844.07,6997230636.6
31529,600426,2015-12-31,A,11608596806.16,4234068651.49,7374528154.67
31532,600426,2016-06-30,A,12090019607.55,4317000081.98,7773019525.57
31534,600426,2016-12-31,A,13205543626.83,5044398086.12,8161145540.71
31545,600428,2014-06-30,A,17120025517.02,10522834886.38,6597190630.64
31550,600428,2014-12-31,A,17891020104.67,11285453793.06,6605566311.61
31556,600428,2015-06-30,A,17323701626.35,10363173609.59,6960528016.76
31560,600428,2015-12-31,A,17943077721.76,11199675904.29,6743401817.47
31566,600428,2016-06-30,A,20886658194.4,11630548393.49,9256109800.91
31570,600428,2016-12-31,A,21290148441.52,11870379512.31,9419768929.21
31589,600429,2014-06-30,A,4222571315.44,2378192480.04,1844378835.4
31594,600429,2014-12-31,A,4179992556.03,2473273776.02,1706718780.01
31600,600429,2015-06-30,A,7469291019.21,1743788428.02,5725502591.19
31604,600429,2015-12-31,A,7586237213.75,1810854796.87,5775382416.88
31610,600429,2016-06-30,A,8055020817.73,2140909648.01,5914111169.72
31614,600429,2016-12-31,A,7617931495.18,2664994369.52,4952937125.66
31634,600432,2014-06-30,A,24038557301.85,21413415205.08,2625142096.77
31638,600432,2014-12-31,A,26454088410.94,18537213856.98,7916874553.96
31644,600432,2015-06-30,A,26040733535.33,18432698640.67,7608034894.66
31648,600432,2015-12-31,A,17935087790.25,13023306973.54,4911780816.71
31654,600432,2016-06-30,A,15952330810.37,11544378990.23,4407951820.14
31660,600432,2016-12-31,A,13821786522.89,11917592231.51,1904194291.38
31675,600433,2014-06-30,A,3170837658.39,1422480074.66,1748357583.73
31680,600433,2014-12-31,A,3523598373.49,1750876524.85,1772721848.64
31686,600433,2015-06-30,A,3787745195.46,1358120266.82,2429624928.64
31690,600433,2015-12-31,A,3992555805.01,1540372481.82,2452183323.19
31696,600433,2016-06-30,A,4121343135.06,1642554009.26,2478789125.8
31700,600433,2016-12-31,A,4178678485.12,1635227082.26,2543451402.86
31719,600435,2014-06-30,A,3481530617.88,1054995210.53,2426535407.35
31724,600435,2014-12-31,A,4102499391.32,1676792070.99,2425707320.33
31730,600435,2015-06-30,A,3856113735.01,1459910451.75,2396203283.26
31734,600435,2015-12-31,A,4382815321.74,1836935866.31,2545879455.43
31740,600435,2016-06-30,A,4318555271.45,1766566906.22,2551988365.23
31744,600435,2016-12-31,A,4725888664.37,2105007022.16,2620881642.21
31763,600436,2014-06-30,A,3203592862.54,605210743.3,2598382119.24
31768,600436,2014-12-31,A,3649637158.82,662337213.78,2987299945.04
31774,600436,2015-06-30,A,3758033396.43,656181354.89,3101852041.54
31778,600436,2015-12-31,A,4054922388.84,751596928.38,3303325460.46
31784,600436,2016-06-30,A,4253225674.56,841957777.95,3411267896.61
31788,600436,2016-12-31,A,5037818928.88,1287069933.72,3750748995.16
31807,600438,2014-06-30,A,6286202229.33,4144599906.92,2141602322.41
31812,600438,2014-12-31,A,6179290698.88,3778696123.18,2400594575.7
31818,600438,2015-06-30,A,6828878534.76,4499057962.08,2329820572.68
31822,600438,2015-12-31,A,6089740110.56,3508021041.32,2581719069.24
31828,600438,2016-06-30,A,13679066687.22,7104471079.97,6574595607.25
31832,600438,2016-12-31,A,21398651720.66,9597158363.1,11801493357.56
31851,600439,2014-06-30,A,4206119019.79,1952015659.15,2254103360.64
31856,600439,2014-12-31,A,4277733073.75,2011278518.24,2266454555.51
31862,600439,2015-06-30,A,4661231885.15,2366580125.08,2294651760.07
31866,600439,2015-12-31,A,4878929048.94,2532370685.87,2346558363.07
31872,600439,2016-06-30,A,4214041515.04,1933177588.1,2280863926.94
31876,600439,2016-12-31,A,4263364498.14,1924808169.05,2338556329.09
31896,600444,2014-06-30,A,469608319.15,508366680.77,-38758361.62
31900,600444,2014-12-31,A,462107638.63,512231831.52,-50124192.89
31906,600444,2015-06-30,A,448086429.66,506968522.8,-58882093.14
31910,600444,2015-12-31,A,873867297.62,577338952.0,296528345.62
31916,600444,2016-06-30,A,836309595.11,553579424.7,282730170.41
31920,600444,2016-12-31,A,888791819.15,580815895.31,307975923.84
31939,600446,2014-06-30,A,2199884391.02,1397638236.76,802246154.26
31944,600446,2014-12-31,A,1918824981.94,980865981.36,937959000.58
31950,600446,2015-06-30,A,2488034879.94,1249294873.85,1238740006.09
31953,600446,2015-12-31,A,3055262139.73,1576085976.56,1479176163.17
31960,600446,2016-06-30,A,3214707462.66,1739492760.62,1475214702.04
31964,600446,2016-12-31,A,3174533467.02,1467426546.34,1707106920.68
31984,600448,2014-06-30,A,2102532951.14,1292238699.91,810294251.23
31988,600448,2014-12-31,A,2118719123.06,1292771822.43,825947300.63
31994,600448,2015-06-30,A,2361627569.7,1526139841.31,835487728.39
31998,600448,2015-12-31,A,2429460409.98,1591635143.44,837825266.54
32004,600448,2016-06-30,A,2668129006.0,1824551448.61,843577557.39
32008,600448,2016-12-31,A,2723424488.05,1876329567.55,847094920.5
32027,600449,2014-06-30,A,8167289515.89,3630212472.88,4537077043.01
32032,600449,2014-12-31,A,8129914203.39,3630190522.07,4499723681.32
32038,600449,2015-06-30,A,8081929140.13,3717008429.18,4364920710.95
32041,600449,2015-12-31,A,7766396518.45,3325479150.94,4440917367.51
32048,600449,2016-06-30,A,7843010684.95,3456428555.53,4386582129.42
32052,600449,2016-12-31,A,7835824463.28,3346649163.71,4489175299.57
32070,600452,2014-06-30,A,771635005.38,307219295.03,464415710.35
32072,600452,2014-12-31,A,836115171.43,310610735.88,525504435.55
32075,600452,2015-06-30,A,1041346984.34,409862179.68,631484804.66
32077,600452,2015-12-31,A,1230032891.08,535743222.04,694289669.04
32080,600452,2016-06-30,A,2356574612.02,1646159263.22,710415348.8
32082,600452,2016-12-31,A,3742490821.21,2851081424.38,891409396.83
32093,600455,2014-06-30,A,619840199.77,450595466.69,169244733.08
32097,600455,2014-12-31,A,715933802.5,539352388.49,176581414.01
32104,600455,2015-06-30,A,641896104.63,466167324.27,175728780.36
32108,600455,2015-12-31,A,679375447.51,496692723.46,182682724.05
32114,600455,2016-06-30,A,619735243.49,442370343.83,177364899.66
32118,600455,2016-12-31,A,676208829.65,500925183.7,175283645.95
32138,600456,2014-06-30,A,6595023477.35,2682574850.05,3912448627.3
32142,600456,2014-12-31,A,6936370507.01,3005458663.58,3930911843.43
32148,600456,2015-06-30,A,7340635300.56,3479485785.93,3861149514.63
32152,600456,2015-12-31,A,6972790841.45,3246164577.47,3726626263.98
32158,600456,2016-06-30,A,7086305405.45,3474450865.42,3611854540.03
32162,600456,2016-12-31,A,6936034038.25,3202095345.81,3733938692.44
32181,600458,2014-06-30,A,6746313030.67,3595691070.25,3150621960.42
32186,600458,2014-12-31,A,10279594764.97,7327166488.22,2952428276.75
32192,600458,2015-06-30,A,10867963538.48,7854203026.41,3013760512.07
32196,600458,2015-12-31,A,13084178201.65,8344529365.68,4739648835.97
32202,600458,2016-06-30,A,13219067407.56,8287468912.42,4931598495.14
32206,600458,2016-12-31,A,13407106792.09,8505460081.83,4901646710.26
32225,600459,2014-06-30,A,2613070834.2,829291160.2,1783779674.0
32230,600459,2014-12-31,A,2873202573.77,1044440232.9,1828762340.87
32236,600459,2015-06-30,A,3173992066.94,1330896520.64,1843095546.3
32240,600459,2015-12-31,A,3291194952.35,1410283735.83,1880911216.52
32246,600459,2016-06-30,A,3360424057.88,1457313338.21,1903110719.67
32250,600459,2016-12-31,A,3436541473.05,1491576829.15,1944964643.9
32269,600460,2014-06-30,A,3846823811.12,1529380307.35,2317443503.77
32274,600460,2014-12-31,A,4018156119.2,1602993165.52,2415162953.68
32280,600460,2015-06-30,A,4036333234.42,1595635941.65,2440697292.77
32284,600460,2015-12-31,A,4341004406.11,1922075844.02,2418928562.09
32290,600460,2016-06-30,A,4982219643.52,1952653247.55,3029566395.97
32294,600460,2016-12-31,A,5087803629.05,1993557816.52,3094245812.53
32313,600461,2014-06-30,A,4861346038.24,3029251466.28,1832094571.96
32318,600461,2014-12-31,A,4968608237.19,3056980962.75,1911627274.44
32324,600461,2015-06-30,A,5181328073.71,3216496872.87,1964831200.84
32328,600461,2015-12-31,A,5497691012.81,3408549327.96,2089141684.85
32334,600461,2016-06-30,A,7521754355.33,4087540706.44,3434213648.89
32338,600461,2016-12-31,A,7748810553.56,4361294596.67,3387515956.89
32356,600462,2014-06-30,A,456023136.21,135703896.71,320319239.5
32358,600462,2014-12-31,A,429866269.81,109370623.8,320495646.01
32361,600462,2015-06-30,A,398873810.43,105146267.37,293727543.06
32365,600462,2015-12-31,A,403195430.63,110057007.35,293138423.28
32371,600462,2016-06-30,A,392518053.44,98221034.4,294297019.04
32375,600462,2016-12-31,A,471627707.5,166955737.53,304671969.97
32394,600463,2014-06-30,A,2552289398.01,1719841223.35,832448174.66
32399,600463,2014-12-31,A,2771490767.18,1922686501.91,848804265.27
32405,600463,2015-06-30,A,2670319075.51,1825784657.65,844534417.86
32409,600463,2015-12-31,A,3687337864.74,2240722924.76,1446614939.98
32415,600463,2016-06-30,A,2982399533.99,1528408829.08,1453990704.91
32419,600463,2016-12-31,A,2918945582.58,1436025965.31,1482919617.27
32438,600466,2014-06-30,A,673430630.3,78250423.62,595180206.68
32443,600466,2014-12-31,A,744389977.76,146137632.18,598252345.58
32449,600466,2015-06-30,A,53323382715.93,43247648897.64,10075733818.29
32453,600466,2015-12-31,A,56243929889.42,44892810603.89,11351119285.53
32459,600466,2016-06-30,A,63692176371.79,52419600854.41,11272575517.38
32463,600466,2016-12-31,A,73364709682.82,59354829403.04,14009880279.78
32483,600467,2014-06-30,A,4409892722.34,1486876224.13,2923016498.21
32487,600467,2014-12-31,A,4740244278.28,1822191688.09,2918052590.19
32493,600467,2015-06-30,A,4928457338.42,1985209496.72,2943247841.7
32497,600467,2015-12-31,A,5135104322.82,2193022039.95,2942082282.87
32503,600467,2016-06-30,A,5147436596.89,2178975514.16,2968461082.73
32507,600467,2016-12-31,A,5318219666.06,2342855909.61,2975363756.45
32526,600468,2014-06-30,A,1380945262.55,672216778.53,708728484.02
32531,600468,2014-12-31,A,1527068320.83,789244002.36,737824318.47
32537,600468,2015-06-30,A,1463612771.51,706221922.49,757390849.02
32541,600468,2015-12-31,A,1479631688.69,743030864.39,736600824.3
32547,600468,2016-06-30,A,2570595420.41,730368871.21,1840226549.2
32551,600468,2016-12-31,A,2665187184.01,776841958.01,1888345226.0
32569,600469,2014-06-30,A,7572841350.34,4954024463.49,2618816886.85
32572,600469,2014-12-31,A,6989558855.93,4194197033.04,2795361822.89
32576,600469,2015-06-30,A,7238003841.65,4356006150.7,2881997690.95
32578,600469,2015-12-31,A,6870071565.8,3900999311.18,2969072254.62
32582,600469,2016-06-30,A,6443549170.12,3710262926.2,2733286243.92
32586,600469,2016-12-31,A,7727740654.54,5276426537.39,2451314117.15
32606,600470,2014-06-30,A,6527565143.51,4239793081.43,2287772062.08
32610,600470,2014-12-31,A,6430481531.68,4314026976.47,2116454555.21
32616,600470,2015-06-30,A,6551004644.28,4401014018.17,2149990626.11
32620,600470,2015-12-31,A,6182517394.7,4019976971.46,2162540423.24
32626,600470,2016-06-30,A,6259251247.34,4194304658.06,2064946589.28
32630,600470,2016-12-31,A,5837207024.21,3917881490.76,1919325533.45
32650,600475,2014-06-30,A,4570015471.73,3087647665.82,1482367805.91
32654,600475,2014-12-31,A,4508155074.5,2977968672.63,1530186401.87
32660,600475,2015-06-30,A,4661024925.54,3084232888.91,1576792036.63
32664,600475,2015-12-31,A,5067889479.82,3406675604.86,1661213874.96
32670,600475,2016-06-30,A,4811330506.09,3121980320.52,1689350185.57
32674,600475,2016-12-31,A,5308145531.31,3443632341.9,1864513189.41
32693,600476,2014-06-30,A,343037434.26,125401959.24,217635475.02
32698,600476,2014-12-31,A,372778956.48,141930478.78,230848477.7
32704,600476,2015-06-30,A,352255937.84,126789546.75,225466391.09
32708,600476,2015-12-31,A,338440185.95,147134043.3,191306142.65
32714,600476,2016-06-30,A,367785768.94,180699280.9,187086488.04
32718,600476,2016-12-31,A,353631911.18,155534983.9,198096927.28
32737,600477,2014-06-30,A,6417266846.46,4875450294.53,1541816551.93
32742,600477,2014-12-31,A,6535312338.04,4950738256.43,1584574081.61
32748,600477,2015-06-30,A,6262037767.26,4731795745.38,1530242021.88
32752,600477,2015-12-31,A,6422985639.85,4428257754.82,1994727885.03
32758,600477,2016-06-30,A,6090478065.48,4074467520.43,2016010545.05
32762,600477,2016-12-31,A,6275143793.78,3994658149.91,2280485643.87
32782,600478,2014-06-30,A,2109564257.41,892313304.07,1217250953.34
32786,600478,2014-12-31,A,2590899822.89,1425085472.15,1165814350.74
32792,600478,2015-06-30,A,2777956266.31,1046824422.02,1731131844.29
32796,600478,2015-12-31,A,3816881471.77,1685266071.63,2131615400.14
32802,600478,2016-06-30,A,4573031010.63,2457228018.81,2115802991.82
32806,600478,2016-12-31,A,5227667030.54,3010268778.62,2217398251.92
32825,600479,2014-06-30,A,1989164013.55,680350069.45,1308813944.1
32830,600479,2014-12-31,A,2228929121.58,843200979.39,1385728142.19
32836,600479,2015-06-30,A,2189011535.31,838568181.15,1350443354.16
