,Stkcd,Accper,Typrep,total_assets,tptal_liability,total_equity
65414,300176,2015-12-31,A,2032477885.48,1434177026.3,598300859.18
65420,300176,2016-06-30,A,1795770544.66,1182537334.35,613233210.31
65424,300176,2016-12-31,A,1810441179.68,1172756794.53,637684385.15
65444,300177,2014-06-30,A,1181633807.11,141648276.02,1039985531.09
65448,300177,2014-12-31,A,1306958084.88,192260274.42,1114697810.46
65454,300177,2015-06-30,A,1839989016.43,183919941.23,1656069075.2
65458,300177,2015-12-31,A,1903468317.19,240493417.42,1662974899.77
65464,300177,2016-06-30,A,1903576253.67,226378186.9,1677198066.77
65468,300177,2016-12-31,A,2057592807.51,383823564.79,1673769242.72
65487,300178,2014-06-30,A,1663012028.42,473761878.38,1189250150.04
65492,300178,2014-12-31,A,2123512271.94,870071329.72,1253440942.22
65498,300178,2015-06-30,A,2936702988.8,1595258425.28,1341444563.52
2,300178,2015-12-31,A,3283726946.74,1845462741.72,1438264205.02
8,300178,2016-06-30,A,3842258005.54,2334051360.23,1508206645.31
12,300178,2016-12-31,A,4715815849.62,3001580377.56,1714235472.06
32,300179,2014-06-30,A,852973064.3,147481336.57,705491727.73
36,300179,2014-12-31,A,849112657.5,126361840.96,722750816.54
42,300179,2015-06-30,A,828206788.8,105423848.69,722782940.11
46,300179,2015-12-31,A,855745654.05,111651853.08,744093800.97
52,300179,2016-06-30,A,837766450.79,110817230.0,726949220.79
56,300179,2016-12-31,A,861618004.2,113699252.58,747918751.62
74,300180,2014-06-30,A,1497325189.24,133438542.16,1363886647.08
78,300180,2014-12-31,A,1768110178.33,348984627.78,1419125550.55
84,300180,2015-06-30,A,1848699241.29,357532297.43,1491166943.86
88,300180,2015-12-31,A,2643849402.58,1118427354.5,1525422048.08
94,300180,2016-06-30,A,3338149001.99,762542263.4,2575606738.59
98,300180,2016-12-31,A,3842902917.9,1210722739.92,2632180177.98
116,300181,2014-06-30,A,957822702.81,209900933.0,747921769.81
120,300181,2014-12-31,A,1181516451.03,309753667.24,871762783.79
126,300181,2015-06-30,A,1627978046.94,293405568.01,1334572478.93
130,300181,2015-12-31,A,1850546582.9,414942602.54,1435603980.36
136,300181,2016-06-30,A,2031388101.24,578120972.78,1453267128.46
140,300181,2016-12-31,A,2037850043.77,565997839.48,1471852204.29
160,300182,2014-06-30,A,1982214509.2,509752089.49,1472462419.71
164,300182,2014-12-31,A,2340314128.75,612752498.84,1727561629.91
170,300182,2015-06-30,A,2439130759.13,654865084.65,1784265674.48
174,300182,2015-12-31,A,6020988897.27,1686896019.83,4334092877.44
180,300182,2016-06-30,A,11593569191.06,2190373917.27,9403195273.79
184,300182,2016-12-31,A,12671934124.46,3630727018.37,9041207106.09
203,300183,2014-06-30,A,1854574156.37,115449572.87,1739124583.5
208,300183,2014-12-31,A,2067371653.9,184434654.63,1882936999.27
213,300183,2015-06-30,A,2151540691.86,221189918.2,1930350773.66
218,300183,2015-12-31,A,2468890443.89,199900733.48,2268989710.41
224,300183,2016-06-30,A,2532111810.16,218451963.73,2313659846.43
228,300183,2016-12-31,A,2788928833.72,259376902.34,2529551931.38
247,300184,2014-06-30,A,497610103.33,55221352.28,442388751.05
252,300184,2014-12-31,A,914430696.93,282278054.17,632152642.76
258,300184,2015-06-30,A,921063099.01,249169637.39,671893461.62
261,300184,2015-12-31,A,1004815298.45,316859047.33,687956251.12
268,300184,2016-06-30,A,1159447927.52,444918025.46,714529902.06
272,300184,2016-12-31,A,1741812808.77,436948386.36,1304864422.41
292,300185,2014-06-30,A,6652002491.97,3023633046.86,3628369445.11
296,300185,2014-12-31,A,6890536952.29,3241108093.35,3649428858.94
302,300185,2015-06-30,A,7726223331.88,4063774212.57,3662449119.31
306,300185,2015-12-31,A,7890782037.14,4025527584.25,3865254452.89
312,300185,2016-06-30,A,9336650268.35,4019416914.57,5317233353.78
316,300185,2016-12-31,A,9100316026.81,3800020872.03,5300295154.78
335,300186,2014-06-30,A,2219678493.77,154117970.77,2065560523.0
340,300186,2014-12-31,A,2397559595.97,214567151.77,2182992444.2
346,300186,2015-06-30,A,2341340115.65,211843589.77,2129496525.88
352,300187,2014-06-30,A,1415596786.55,530144953.79,885451832.76
356,300187,2014-12-31,A,1556683445.99,647048424.01,909635021.98
362,300187,2015-06-30,A,1537497523.78,608936929.86,928560593.92
366,300187,2015-12-31,A,2310705023.99,978250147.9,1332454876.09
372,300187,2016-06-30,A,2780929573.18,1380835582.04,1400093991.14
376,300187,2016-12-31,A,2995901684.4,1456380211.22,1539521473.18
395,300188,2014-06-30,A,1025844395.96,157708744.7,868135651.26
400,300188,2014-12-31,A,1314447084.12,356485974.89,957961109.23
406,300188,2015-06-30,A,1238153961.49,210177696.0,1027976265.49
410,300188,2015-12-31,A,2202465810.75,511137912.0,1691327898.75
416,300188,2016-06-30,A,2100975835.46,398155035.22,1702820800.24
420,300188,2016-12-31,A,2626752979.0,734137853.22,1892615125.78
439,300189,2014-06-30,A,1657378876.14,185341655.66,1472037220.48
444,300189,2014-12-31,A,1583828602.68,241357750.06,1342470852.62
450,300189,2015-06-30,A,1554657604.52,214001547.64,1340656056.88
454,300189,2015-12-31,A,2281506675.48,229253712.14,2052252963.34
460,300189,2016-06-30,A,2555554183.63,480844247.15,2074709936.48
464,300189,2016-12-31,A,3237552422.06,1144810569.72,2092741852.34
483,300190,2014-06-30,A,1212913363.5,236536657.07,976376706.43
488,300190,2014-12-31,A,1972137293.86,477122211.62,1495015082.24
494,300190,2015-06-30,A,2505349443.0,980344540.24,1525004902.76
497,300190,2015-12-31,A,2777565349.54,1167229354.43,1610335995.11
504,300190,2016-06-30,A,4240745475.06,1475251029.39,2765494445.67
508,300190,2016-12-31,A,4491346557.63,1652272177.69,2839074379.94
527,300191,2014-06-30,A,1226578877.68,25853957.61,1200724920.07
532,300191,2014-12-31,A,1242798990.53,25894539.09,1216904451.44
538,300191,2015-06-30,A,1235510148.46,25306816.29,1210203332.17
542,300191,2015-12-31,A,1258551036.91,91689550.85,1166861486.06
548,300191,2016-06-30,A,1227564388.67,57464391.14,1170099997.53
552,300191,2016-12-31,A,1278544291.44,100609061.38,1177935230.06
572,300192,2014-06-30,A,785091821.94,149672395.09,635419426.85
576,300192,2014-12-31,A,814154012.86,163753740.24,650400272.62
582,300192,2015-06-30,A,802438879.08,146767832.63,655671046.45
586,300192,2015-12-31,A,802922800.59,124226342.9,678696457.69
592,300192,2016-06-30,A,784542774.49,98012536.08,686530238.41
596,300192,2016-12-31,A,809439733.68,101189896.94,708249836.74
615,300193,2014-06-30,A,2174449647.47,275874142.94,1898575504.53
622,300193,2014-12-31,A,2119142033.52,207475232.36,1911666801.16
626,300193,2015-06-30,A,2218625531.03,200774575.29,2017850955.74
630,300193,2015-12-31,A,2289069324.03,296450424.34,1992618899.69
636,300193,2016-06-30,A,2371862026.92,294270717.46,2077591309.46
640,300193,2016-12-31,A,2483376905.46,356411345.52,2126965559.94
659,300194,2014-06-30,A,1867562303.52,170311355.69,1697250947.83
664,300194,2014-12-31,A,1832192083.8,124685181.25,1707506902.55
670,300194,2015-06-30,A,2475943389.35,374711460.11,2101231929.24
674,300194,2015-12-31,A,2479086385.2,342907002.62,2136179382.58
680,300194,2016-06-30,A,3905224531.28,770533042.04,3134691489.24
684,300194,2016-12-31,A,4397615321.81,433998619.24,3963616702.57
703,300195,2014-06-30,A,2659832034.08,351710266.55,2308121767.53
708,300195,2014-12-31,A,2839518899.05,470816537.1,2368702361.95
714,300195,2015-06-30,A,2942502829.46,354460721.03,2588042108.43
718,300195,2015-12-31,A,3674807009.73,1202220797.9,2472586211.83
724,300195,2016-06-30,A,3548771258.94,1003971066.48,2544800192.46
728,300195,2016-12-31,A,3638684933.85,1038284020.67,2600400913.18
748,300196,2014-06-30,A,1501708627.15,447432259.1,1054276368.05
752,300196,2014-12-31,A,1535316041.33,396201302.28,1139114739.05
758,300196,2015-06-30,A,2293290401.17,908695261.27,1384595139.9
762,300196,2015-12-31,A,2267494922.86,754635503.11,1512859419.75
768,300196,2016-06-30,A,2325408187.82,706895691.67,1618512496.15
772,300196,2016-12-31,A,3026187756.68,711152434.64,2315035322.04
792,300197,2014-06-30,A,4261501581.01,2371104966.56,1890396614.45
796,300197,2014-12-31,A,5064224059.7,3018619385.22,2045604674.48
802,300197,2015-06-30,A,6129181467.34,3037820106.93,3091361360.41
806,300197,2015-12-31,A,6938298297.24,3677223870.38,3261074426.86
812,300197,2016-06-30,A,9402159850.18,4596449356.56,4805710493.62
816,300197,2016-12-31,A,11439519928.32,6185141279.68,5254378648.64
835,300198,2014-06-30,A,1412108532.93,280563555.54,1131544977.39
840,300198,2014-12-31,A,1555756441.79,432828250.81,1122928190.98
846,300198,2015-06-30,A,1925162371.92,716574239.67,1208588132.25
850,300198,2015-12-31,A,2077000760.37,843518738.75,1233482021.62
856,300198,2016-06-30,A,2380514461.97,722303240.85,1658211221.12
860,300198,2016-12-31,A,2454538281.26,737294670.44,1717243610.82
879,300199,2014-06-30,A,1540131465.82,365957677.08,1174173788.74
884,300199,2014-12-31,A,1697463342.09,401316979.7,1296146362.39
890,300199,2015-06-30,A,3050621447.59,640734853.07,2409886594.52
894,300199,2015-12-31,A,3545999431.9,908684292.94,2637315138.96
900,300199,2016-06-30,A,3791602650.44,1030712776.22,2760889874.22
904,300199,2016-12-31,A,4457010553.9,852422789.58,3604587764.32
923,300200,2014-06-30,A,773180085.25,40552301.32,732627783.93
928,300200,2014-12-31,A,828533045.87,70633090.53,757899955.34
934,300200,2015-06-30,A,805039469.86,62598715.15,742440754.71
937,300200,2015-12-31,A,836833988.0,68119293.32,768714694.68
944,300200,2016-06-30,A,815609138.28,52513660.82,763095477.46
948,300200,2016-12-31,A,873583900.78,90735679.56,782848221.22
967,300201,2014-06-30,A,986878032.57,323708357.5,663169675.07
974,300201,2014-12-31,A,1076814985.76,400586947.12,676228038.64
978,300201,2015-06-30,A,1253478817.88,514527028.64,738951789.24
982,300201,2015-12-31,A,1318555648.17,530900927.79,787654720.38
988,300201,2016-06-30,A,2016128963.4,796805836.29,1219323127.11
992,300201,2016-12-31,A,2575506304.78,1213282409.77,1362223895.01
1012,300202,2014-06-30,A,1202597346.34,124948529.96,1077648816.38
1016,300202,2014-12-31,A,1758638688.79,372416108.07,1386222580.72
1022,300202,2015-06-30,A,1634329855.63,245345709.84,1388984145.79
1026,300202,2015-12-31,A,1822699012.54,234398929.86,1588300082.68
1032,300202,2016-06-30,A,2232990137.05,673976736.82,1559013400.23
1036,300202,2016-12-31,A,2643537191.63,769301608.68,1874235582.95
1055,300203,2014-06-30,A,2650410074.42,681147163.68,1969262910.74
1060,300203,2014-12-31,A,2906493154.62,797801217.01,2108691937.61
1066,300203,2015-06-30,A,3055109594.42,858009025.94,2197100568.48
1070,300203,2015-12-31,A,4113469045.77,1665790447.0,2447678598.77
1076,300203,2016-06-30,A,4368352223.38,1877042079.35,2491310144.03
1080,300203,2016-12-31,A,5413317519.47,2376680871.98,3036636647.49
1099,300204,2014-06-30,A,1659672299.29,280063376.25,1379608923.04
1104,300204,2014-12-31,A,1811918808.87,297540612.25,1514378196.62
1110,300204,2015-06-30,A,1819841820.35,268215195.13,1551626625.22
1114,300204,2015-12-31,A,2070855879.69,387059164.72,1683796714.97
1120,300204,2016-06-30,A,2104215498.6,365722260.04,1738493238.56
1124,300204,2016-12-31,A,2350595542.36,432322223.37,1918273318.99
1143,300205,2014-06-30,A,1955651422.32,841571648.32,1114079774.0
1148,300205,2014-12-31,A,2024585834.35,909732283.82,1114853550.53
1154,300205,2015-06-30,A,1820572103.93,707825165.72,1112746938.21
1158,300205,2015-12-31,A,1683408424.47,565584853.11,1117823571.36
1164,300205,2016-06-30,A,1903235186.43,781956032.06,1121279154.37
1168,300205,2016-12-31,A,1660173620.22,556814367.4,1103359252.82
1188,300206,2014-06-30,A,1270835438.39,105933953.81,1164901484.58
1192,300206,2014-12-31,A,1355089748.21,192492159.83,1162597588.38
1198,300206,2015-06-30,A,1340139047.06,192156291.17,1147982755.89
1202,300206,2015-12-31,A,1452557691.24,236414754.75,1216142936.49
1208,300206,2016-06-30,A,1424765925.18,240611705.33,1184154219.85
1212,300206,2016-12-31,A,1467406627.15,241683293.59,1225723333.56
1231,300207,2014-06-30,A,3528185897.16,2123843813.73,1404342083.43
1236,300207,2014-12-31,A,4812441241.02,3245516684.47,1566924556.55
1242,300207,2015-06-30,A,4660178858.42,2985456220.83,1674722637.59
1246,300207,2015-12-31,A,5711498455.53,3776065749.58,1935432705.95
1252,300207,2016-06-30,A,5820577864.99,3725697553.46,2094880311.53
1256,300207,2016-12-31,A,8328862192.18,5888972806.85,2439889385.33
1275,300208,2014-06-30,A,1206939243.75,491471393.89,715467849.86
1280,300208,2014-12-31,A,1437004902.33,629258733.07,807746169.26
1286,300208,2015-06-30,A,1933349872.93,894743350.35,1038606522.58
1290,300208,2015-12-31,A,2136752237.51,979473770.84,1157278466.67
1296,300208,2016-06-30,A,2221184184.15,859844669.08,1361339515.07
1300,300208,2016-12-31,A,2775256434.61,1163744591.45,1611511843.16
1319,300209,2014-06-30,A,923738193.45,54388836.39,869349357.06
1324,300209,2014-12-31,A,919065673.03,47852509.32,871213163.71
1330,300209,2015-06-30,A,1007811572.36,80268099.3,927543473.06
1334,300209,2015-12-31,A,1004949029.16,77823984.9,927125044.26
1340,300209,2016-06-30,A,2304020329.2,357271048.18,1946749281.02
1344,300209,2016-12-31,A,2451567669.69,436186778.42,2015380891.27
1363,300210,2014-06-30,A,1238321578.09,443390395.85,794931182.24
1368,300210,2014-12-31,A,1434318926.77,573398200.8,860920725.97
1374,300210,2015-06-30,A,1422855892.15,539748926.67,883106965.48
1378,300210,2015-12-31,A,1743733861.6,566769646.24,1176964215.36
1384,300210,2016-06-30,A,1821869908.34,618775600.78,1203094307.56
1388,300210,2016-12-31,A,2073558277.24,825906584.8,1247651692.44
1406,300211,2014-06-30,A,553182980.97,63780371.68,489402609.29
1408,300211,2014-12-31,A,580648191.82,89869766.84,490778424.98
1411,300211,2015-06-30,A,568800223.34,75775093.82,493025129.52
1413,300211,2015-12-31,A,594987685.31,96668373.08,498319312.23
1416,300211,2016-06-30,A,579466417.63,76208395.64,503258021.99
1418,300211,2016-12-31,A,584550553.08,84346623.6,500203929.48
1430,300212,2014-06-30,A,2517655634.6,1541036314.6,976619320.0
1434,300212,2014-12-31,A,3256126316.34,2155919298.92,1100207017.42
1440,300212,2015-06-30,A,3726072767.12,2594068801.19,1132003965.93
1444,300212,2015-12-31,A,4654969009.75,2036632960.2,2618336049.55
1450,300212,2016-06-30,A,4850629679.02,2172340641.9,2678289037.12
1454,300212,2016-12-31,A,6469295273.91,3639228871.37,2830066402.54
1473,300213,2014-06-30,A,1077615909.71,268360992.53,809254917.18
1478,300213,2014-12-31,A,1366397270.96,384258369.02,982138901.94
1484,300213,2015-06-30,A,1584315658.96,593585943.94,990729715.02
1488,300213,2015-12-31,A,1650836778.21,728073427.05,922763351.16
1494,300213,2016-06-30,A,1670165150.82,776814090.37,893351060.45
1498,300213,2016-12-31,A,2325829592.82,712301892.08,1613527700.74
1517,300214,2014-06-30,A,1447865512.98,242512013.71,1205353499.27
1522,300214,2014-12-31,A,1389861167.6,154356569.57,1235504598.03
1528,300214,2015-06-30,A,1525531649.55,260164812.15,1265366837.4
1532,300214,2015-12-31,A,1551392244.31,231959342.83,1319432901.48
1538,300214,2016-06-30,A,1437778260.34,114383635.22,1323394625.12
1542,300214,2016-12-31,A,1476116816.35,117199776.68,1358917039.67
1561,300215,2014-06-30,A,2779467752.28,1457491205.28,1321976547.0
1566,300215,2014-12-31,A,3267423763.04,1904967166.52,1362456596.52
1572,300215,2015-06-30,A,3474806800.43,2156370921.99,1318435878.44
1576,300215,2015-12-31,A,3821342839.96,2454918221.17,1366424618.79
1582,300215,2016-06-30,A,3582346901.24,2243440459.84,1338906441.4
1586,300215,2016-12-31,A,3739829645.35,1829020191.65,1910809453.7
1605,300216,2014-06-30,A,1402418594.54,491946011.19,910472583.35
1610,300216,2014-12-31,A,1705062065.17,726175960.41,978886104.76
1616,300216,2015-06-30,A,2552034228.7,1532799743.0,1019234485.7
1620,300216,2015-12-31,A,3051303965.6,2024636401.4,1026667564.2
1626,300216,2016-06-30,A,3192951476.96,2127867292.64,1065084184.32
1630,300216,2016-12-31,A,4336260784.9,3217803820.77,1118456964.13
1649,300217,2014-06-30,A,1605643466.94,454642807.81,1151000659.13
1656,300217,2014-12-31,A,1670484290.15,460724454.43,1209759835.72
1660,300217,2015-06-30,A,1737881735.35,507135930.66,1230745804.69
1664,300217,2015-12-31,A,2316739746.56,460435747.8,1856303998.76
1670,300217,2016-06-30,A,2177970964.66,338541564.03,1839429400.63
1674,300217,2016-12-31,A,2737150882.53,708313392.3,2028837490.23
1693,300218,2014-06-30,A,1628392706.79,703378994.27,925013712.52
1700,300218,2014-12-31,A,1756857753.75,774470159.66,982387594.09
1704,300218,2015-06-30,A,1787108312.56,786817268.67,1000291043.89
1708,300218,2015-12-31,A,1808632200.72,786550614.82,1022081585.9
1714,300218,2016-06-30,A,1858289433.48,822255141.91,1036034291.57
1717,300218,2016-12-31,A,1921107115.77,857133609.96,1063973505.81
1738,300219,2014-06-30,A,1142325110.51,291470600.5,850854510.01
1742,300219,2014-12-31,A,1571759051.96,648700230.31,923058821.65
1748,300219,2015-06-30,A,1742131892.47,751070620.68,991061271.79
1752,300219,2015-12-31,A,2062691257.47,983317025.66,1079374231.81
1758,300219,2016-06-30,A,3051711406.01,1213438306.58,1838273099.43
1762,300219,2016-12-31,A,3327904654.58,1428956627.92,1898948026.66
1781,300220,2014-06-30,A,468952365.97,167607266.33,301345099.64
1786,300220,2014-12-31,A,421855098.61,119381893.91,302473204.7
1792,300220,2015-06-30,A,430539902.14,103326186.65,327213715.49
1796,300220,2015-12-31,A,470440605.83,129561034.18,340879571.65
1802,300220,2016-06-30,A,470109336.93,122726361.07,347382975.86
1807,300220,2016-12-31,A,465573632.18,123078666.41,342494965.77
1825,300221,2014-06-30,A,1066559657.87,380476991.22,686082666.65
1830,300221,2014-12-31,A,1226519469.12,516351077.87,710168391.25
1836,300221,2015-06-30,A,1314605014.9,570851251.71,743753763.19
1840,300221,2015-12-31,A,1275160332.89,509728472.31,765431860.58
1846,300221,2016-06-30,A,1457861259.78,593899180.01,863962079.77
1850,300221,2016-12-31,A,1608843710.81,686034403.04,922809307.77
1869,300222,2014-06-30,A,1598641758.94,335709853.2,1262931905.74
1874,300222,2014-12-31,A,1753270469.19,428079113.75,1325191355.44
1880,300222,2015-06-30,A,1865236278.34,486633359.21,1378602919.13
1883,300222,2015-12-31,A,2188409740.83,710065364.35,1478344376.48
1890,300222,2016-06-30,A,3655432458.42,998946572.37,2656485886.05
1894,300222,2016-12-31,A,4876904448.34,1206679317.62,3670225130.72
1914,300223,2014-06-30,A,1070384623.61,4333051.69,1066051571.92
1918,300223,2014-12-31,A,1073181303.3,15013754.8,1058167548.5
1924,300223,2015-06-30,A,1067210830.81,8377527.76,1058833303.05
1928,300223,2015-12-31,A,1126307071.49,36831264.23,1089475807.26
1934,300223,2016-06-30,A,1110211726.84,22619870.02,1087591856.82
1938,300223,2016-12-31,A,1134828507.64,37234830.93,1097593676.71
1957,300224,2014-06-30,A,2039988399.06,571417108.28,1468571290.78
1962,300224,2014-12-31,A,2036266939.49,501616768.59,1534650170.9
